dataset,model,feature,LLM_model,label,rewritten_type,main_model_on_org,main_model_on_rewritten,p_value,main_model_on_rewritten_higher
essays,gradient_boosting,tfidf,gemini,CON,rephrase,0.6618287840117774,0.6194671836693267,0.23865520838102827,False
essays,gradient_boosting,openai,gemini,CON,rephrase,0.69909343121377,0.6184765767665751,0.011868274357372621,False
essays,svm,tfidf,gemini,CON,rephrase,0.6993303538422413,0.6457054071369966,0.11987699229832137,False
essays,svm,openai,gemini,CON,rephrase,0.6878248871569526,0.6264986763223409,0.04474331960532182,False
essays,random_forest,tfidf,gemini,CON,rephrase,0.6600979666563392,0.460222370304204,0.00012234158339547222,False
essays,random_forest,openai,gemini,CON,rephrase,0.700729429215454,0.6135698854721356,0.02274796793115378,False
essays,regression,tfidf,gemini,CON,rephrase,0.6014009640797706,0.43894012634043517,0.000902035439630238,False
essays,regression,openai,gemini,CON,rephrase,0.5774254933195735,0.5328040504146336,0.27921277487886925,False
essays,longformer,longformer,gemini,CON,rephrase,,,,False
essays,gradient_boosting,tfidf,gemini,CON,syntax_grammar,0.6834954641768568,0.6055113256359562,0.004770984535652561,False
essays,gradient_boosting,openai,gemini,CON,syntax_grammar,0.6794660368674558,0.6051772677300279,0.10203818459960134,False
essays,svm,tfidf,gemini,CON,syntax_grammar,0.6912763915200235,0.6433877102980688,0.16242939651773788,False
essays,svm,openai,gemini,CON,syntax_grammar,0.6552742563305592,0.6137322417300126,0.28450721149858965,False
essays,random_forest,tfidf,gemini,CON,syntax_grammar,0.6590158839309784,0.5719892395857207,0.009051690292339062,False
essays,random_forest,openai,gemini,CON,syntax_grammar,0.6473832807150789,0.5958358752634674,0.19110190128811644,False
essays,regression,tfidf,gemini,CON,syntax_grammar,,,,False
essays,regression,openai,gemini,CON,syntax_grammar,0.6403361315972035,0.45734485326459245,0.0006855739218267819,False
essays,longformer,longformer,gemini,CON,syntax_grammar,0.6615552980843191,0.5115993348124026,0.005465110226811237,False
essays,gradient_boosting,tfidf,llama,CON,rephrase,0.6852932659488589,0.6368337964949558,0.2206168295291375,False
essays,gradient_boosting,openai,llama,CON,rephrase,0.6593328804850812,0.6402593356068736,0.5862347933401068,False
essays,svm,tfidf,llama,CON,rephrase,0.6813299712611417,0.6047116287480218,0.006192803374814628,False
essays,svm,openai,llama,CON,rephrase,0.7169080181682418,0.6406627127686203,0.008599930239943277,False
essays,random_forest,tfidf,llama,CON,rephrase,0.651130047600064,0.5182469165239828,0.0001192156767030666,False
essays,random_forest,openai,llama,CON,rephrase,0.6711327028399475,0.6480875368288285,0.4683385085349786,False
essays,regression,tfidf,llama,CON,rephrase,0.5892646859381546,0.45998317922064064,0.003909287922978145,False
essays,regression,openai,llama,CON,rephrase,0.5863850914003139,0.54420722291915,0.13566765757624072,False
essays,longformer,longformer,llama,CON,rephrase,,,,False
essays,gradient_boosting,tfidf,llama,CON,syntax_grammar,0.6816432630899251,0.6331671913426803,0.07240691836472607,False
essays,gradient_boosting,openai,llama,CON,syntax_grammar,0.6473529636757015,0.6227577766063334,0.40910850458249404,False
essays,svm,tfidf,llama,CON,syntax_grammar,0.7031721636343095,0.6622597213054447,0.18514634531401422,False
essays,svm,openai,llama,CON,syntax_grammar,0.7034542670224354,0.6612933396656466,0.2063089100067685,False
essays,random_forest,tfidf,llama,CON,syntax_grammar,0.6159129490263415,0.5927441748510572,0.3714103328783913,False
essays,random_forest,openai,llama,CON,syntax_grammar,0.6766761134294711,0.5981143378634186,0.00986709662119553,False
essays,regression,tfidf,llama,CON,syntax_grammar,0.5885377399263582,0.49351725730449747,0.023984875548781658,False
essays,regression,openai,llama,CON,syntax_grammar,0.5956121369082479,0.5523260808512394,0.2206472197910915,False
essays,longformer,longformer,llama,CON,syntax_grammar,,,,False
essays,gradient_boosting,tfidf,gpt,CON,rephrase,0.6693387456731286,0.5823546806420012,0.009766869765906124,False
essays,gradient_boosting,openai,gpt,CON,rephrase,0.6674314512761437,0.5873268509424574,0.013625013609208696,False
essays,svm,tfidf,gpt,CON,rephrase,0.6750438188877299,0.6751788483748241,0.6640521808606916,True
essays,svm,openai,gpt,CON,rephrase,0.6616544879389361,0.665227182422129,0.023752578471131085,True
essays,random_forest,tfidf,gpt,CON,rephrase,0.6026865742619714,0.596411051544959,0.041789314184430354,False
essays,random_forest,openai,gpt,CON,rephrase,0.6066936417543329,0.6248001131141406,5.9153740326402285e-08,True
essays,regression,tfidf,gpt,CON,rephrase,0.5450021282406443,0.5447696192942123,0.9679864467681984,False
essays,regression,openai,gpt,CON,rephrase,0.5612875519997855,0.5073477289979923,5.719816902549276e-09,False
essays,longformer,longformer,gpt,CON,rephrase,,,,False
essays,gradient_boosting,tfidf,gpt,CON,syntax_grammar,0.6832323430975173,0.6013165482028711,0.016513265220594323,False
essays,gradient_boosting,openai,gpt,CON,syntax_grammar,0.6924094330228461,0.5851878383688482,0.009672995633861215,False
essays,svm,tfidf,gpt,CON,syntax_grammar,0.6723046879221077,0.6724832512054995,0.6281295410088953,True
essays,svm,openai,gpt,CON,syntax_grammar,0.6537174051452357,0.6586054310345765,0.003339883130527557,True
essays,random_forest,tfidf,gpt,CON,syntax_grammar,0.5980458486842407,0.6007036182200528,0.49447074853688966,True
essays,random_forest,openai,gpt,CON,syntax_grammar,0.6060288283283276,0.6268491436521418,1.0456694560922741e-08,True
essays,regression,tfidf,gpt,CON,syntax_grammar,0.5473541704861336,0.5465960793301319,0.8548569353046243,False
essays,regression,openai,gpt,CON,syntax_grammar,0.555704918422596,0.5185985779738171,2.1561482178597795e-10,False
essays,longformer,longformer,gpt,CON,syntax_grammar,0.6426915769934852,0.5230322591953346,0.03174705664787976,False
essays,gradient_boosting,tfidf,gemini,NEU,rephrase,0.6002204196713296,0.4755091711005336,0.012690688445796745,False
essays,gradient_boosting,openai,gemini,NEU,rephrase,0.6402325893465217,0.5677573543838367,0.04303874927136239,False
essays,svm,tfidf,gemini,NEU,rephrase,0.6361503594514851,0.571732508647866,0.0882782981588537,False
essays,svm,openai,gemini,NEU,rephrase,0.7046225974946816,0.5740300238769271,0.0034641876234329854,False
essays,random_forest,tfidf,gemini,NEU,rephrase,0.6120794602996346,0.47822377296624174,0.001438266547575162,False
essays,random_forest,openai,gemini,NEU,rephrase,0.6722345528218546,0.5243679843257597,0.019315890014126993,False
essays,regression,tfidf,gemini,NEU,rephrase,,,,False
essays,regression,openai,gemini,NEU,rephrase,0.635491906870328,0.5476964908969127,0.01369077580376524,False
essays,longformer,longformer,gemini,NEU,rephrase,0.6832275090672191,0.5731903790121017,0.0005179152399839985,False
essays,gradient_boosting,tfidf,gemini,NEU,syntax_grammar,0.6080012199397092,0.5234006851575722,0.027574910424459722,False
essays,gradient_boosting,openai,gemini,NEU,syntax_grammar,0.6316640899614664,0.5991596218227062,0.31112296675501305,False
essays,svm,tfidf,gemini,NEU,syntax_grammar,0.6880498265805507,0.6183498552244638,0.1568304405974555,False
essays,svm,openai,gemini,NEU,syntax_grammar,0.6936620159128444,0.6150215058487919,0.05032617290651831,False
essays,random_forest,tfidf,gemini,NEU,syntax_grammar,0.6082007712374348,0.5637890496507072,0.10659478495861559,False
essays,random_forest,openai,gemini,NEU,syntax_grammar,0.6522230029179003,0.5772803432683596,0.0525497891418066,False
essays,regression,tfidf,gemini,NEU,syntax_grammar,0.6237480811513262,0.4770645086019702,0.0022694765904215128,False
essays,regression,openai,gemini,NEU,syntax_grammar,0.588484646939453,0.48961894744333345,0.019898338991889475,False
essays,longformer,longformer,gemini,NEU,syntax_grammar,,,,False
essays,gradient_boosting,tfidf,llama,NEU,rephrase,0.6653873586648039,0.4986923606577543,0.0013089345447513422,False
essays,gradient_boosting,openai,llama,NEU,rephrase,0.6279972867381681,0.5351378534715105,0.008117298690737972,False
essays,svm,tfidf,llama,NEU,rephrase,0.6392469606126122,0.5469535569795982,0.0018689962371714198,False
essays,svm,openai,llama,NEU,rephrase,0.6475938204379638,0.5867087150546386,0.047148470778975764,False
essays,random_forest,tfidf,llama,NEU,rephrase,0.589187361006094,0.507791427875523,0.018981440315414076,False
essays,random_forest,openai,llama,NEU,rephrase,0.6502861563333004,0.5664468261827483,0.05432949837601421,False
essays,regression,tfidf,llama,NEU,rephrase,,,,False
essays,regression,openai,llama,NEU,rephrase,0.5793743126207114,0.5373015356719355,0.012775104237426541,False
essays,longformer,longformer,llama,NEU,rephrase,0.7044278985507905,0.5947043142465075,0.028909037445369108,False
essays,gradient_boosting,tfidf,llama,NEU,syntax_grammar,0.6356410034238759,0.5853913439222895,0.1446678925450928,False
essays,gradient_boosting,openai,llama,NEU,syntax_grammar,0.6440310170091982,0.5394354867164978,0.0069347673006261885,False
essays,svm,tfidf,llama,NEU,syntax_grammar,0.6660695352034609,0.5753022889624148,0.01042885119378455,False
essays,svm,openai,llama,NEU,syntax_grammar,0.6600285113072049,0.5988871096438241,0.08036029066371835,False
essays,random_forest,tfidf,llama,NEU,syntax_grammar,0.602351153918992,0.5147349825548947,0.0023289179106938873,False
essays,random_forest,openai,llama,NEU,syntax_grammar,0.631550702482768,0.5533875344105886,0.028887503755358434,False
essays,regression,tfidf,llama,NEU,syntax_grammar,0.6119928694677507,0.5252075450883376,0.017086649787358184,False
essays,regression,openai,llama,NEU,syntax_grammar,0.5900544732435042,0.539413303305654,0.13912156914828877,False
essays,longformer,longformer,llama,NEU,syntax_grammar,,,,False
essays,gradient_boosting,tfidf,gpt,NEU,rephrase,0.6091058993918458,0.5468183849692678,0.038338247719335465,False
essays,gradient_boosting,openai,gpt,NEU,rephrase,0.6514874668286844,0.5647670698107035,0.005634928004806866,False
essays,svm,tfidf,gpt,NEU,rephrase,0.6211223084996792,0.6156663956506245,0.09697802766883312,False
essays,svm,openai,gpt,NEU,rephrase,0.6129424967495284,0.6014784363960478,0.0016530474623145666,False
essays,random_forest,tfidf,gpt,NEU,rephrase,0.5443044067911315,0.5177702838100371,1.052490611365991e-05,False
essays,random_forest,openai,gpt,NEU,rephrase,0.5888716802000096,0.5803670392666186,0.009166067939008583,False
essays,regression,tfidf,gpt,NEU,rephrase,0.5252999531616304,0.5314263257313918,0.38806825114883536,True
essays,regression,openai,gpt,NEU,rephrase,0.5520068212188994,0.5292651187538211,0.0005160678819303354,False
essays,longformer,longformer,gpt,NEU,rephrase,,,,False
essays,gradient_boosting,tfidf,gpt,NEU,syntax_grammar,0.5981071005357073,0.5122364287780007,0.07997606908022703,False
essays,gradient_boosting,openai,gpt,NEU,syntax_grammar,0.6346737207464989,0.6010596613338085,0.16248441927545595,False
essays,svm,tfidf,gpt,NEU,syntax_grammar,0.6005671909300185,0.5901737738826397,0.00016671797996693213,False
essays,svm,openai,gpt,NEU,syntax_grammar,0.6156682093356716,0.6060474977614916,0.0024226205118797377,False
essays,random_forest,tfidf,gpt,NEU,syntax_grammar,0.5517725258084303,0.5199835138513145,3.9323980012769515e-10,False
essays,random_forest,openai,gpt,NEU,syntax_grammar,0.5878175605752642,0.5730918934066614,0.00014962070440747123,False
essays,regression,tfidf,gpt,NEU,syntax_grammar,0.5292083555494737,0.5322654833796793,0.45635107037616596,True
essays,regression,openai,gpt,NEU,syntax_grammar,0.5542209535998277,0.5630363277577651,0.05074738207977844,True
essays,longformer,longformer,gpt,NEU,syntax_grammar,0.6108740634802244,0.5239896117793227,0.06457123863846015,False
essays,gradient_boosting,tfidf,gemini,OPN,rephrase,0.7008640815808119,0.6004407423247937,0.011732322878178405,False
essays,gradient_boosting,openai,gemini,OPN,rephrase,0.6927758652435845,0.6291527570600398,0.09031638816579271,False
essays,svm,tfidf,gemini,OPN,rephrase,0.746595300837993,0.6568320592333928,0.023321939852250905,False
essays,svm,openai,gemini,OPN,rephrase,0.7438435034022858,0.6513101501366872,0.03887059205902943,False
essays,random_forest,tfidf,gemini,OPN,rephrase,0.7272341720300082,0.5804269552764137,0.0031655307200226363,False
essays,random_forest,openai,gemini,OPN,rephrase,0.6945875497599701,0.6327561331382644,0.08730064939714928,False
essays,regression,tfidf,gemini,OPN,rephrase,0.658163723327527,0.5380032999435438,0.01223883861209109,False
essays,regression,openai,gemini,OPN,rephrase,0.6384113015797959,0.5366788623563108,0.00318899185940263,False
essays,longformer,longformer,gemini,OPN,rephrase,0.6401879301237201,0.6466017917394871,0.8822974757163917,True
essays,gradient_boosting,tfidf,gemini,OPN,syntax_grammar,0.7053981094149012,0.5942488143297937,0.006157641332369584,False
essays,gradient_boosting,openai,gemini,OPN,syntax_grammar,0.6850165677463704,0.6724977223093995,0.6116406267735766,False
essays,svm,tfidf,gemini,OPN,syntax_grammar,0.73929196946313,0.609143174901988,0.0033292623779034984,False
essays,svm,openai,gemini,OPN,syntax_grammar,0.7248274080813315,0.643931871166444,0.04392721015972212,False
essays,random_forest,tfidf,gemini,OPN,syntax_grammar,0.681670462492662,0.628462728061641,0.1573017972468183,False
essays,random_forest,openai,gemini,OPN,syntax_grammar,0.7117471457544755,0.6324236382025907,0.0852963734142876,False
essays,regression,tfidf,gemini,OPN,syntax_grammar,0.6352892997089028,0.5649811367871576,0.20021377158749687,False
essays,regression,openai,gemini,OPN,syntax_grammar,0.6133850253629171,0.5340947421519907,0.020810399762020045,False
essays,longformer,longformer,gemini,OPN,syntax_grammar,0.6869364377384384,0.5780509751976766,0.02489883330052811,False
essays,gradient_boosting,tfidf,llama,OPN,rephrase,0.7412475129494567,0.5852954808850606,0.0017425913404051831,False
essays,gradient_boosting,openai,llama,OPN,rephrase,0.684711878812347,0.6585960929422138,0.38927740913630227,False
essays,svm,tfidf,llama,OPN,rephrase,0.7078217409471494,0.6431222996438319,0.012254806499061698,False
essays,svm,openai,llama,OPN,rephrase,0.7329061877856774,0.6395447746702367,0.0038437029559256278,False
essays,random_forest,tfidf,llama,OPN,rephrase,0.7169146900858853,0.5981795695352754,0.0005024767058449948,False
essays,random_forest,openai,llama,OPN,rephrase,0.6862221278549544,0.5514019207121489,5.458454481022414e-05,False
essays,regression,tfidf,llama,OPN,rephrase,0.6277132781140348,0.5770455730965964,0.21207896983553812,False
essays,regression,openai,llama,OPN,rephrase,0.6382118376233007,0.5572091325826775,0.009795018070613965,False
essays,longformer,longformer,llama,OPN,rephrase,0.7104445495508788,0.6208766897806995,0.026748049648202966,False
essays,gradient_boosting,tfidf,llama,OPN,syntax_grammar,0.7313719609084861,0.6451363184367318,0.01722585029773702,False
essays,gradient_boosting,openai,llama,OPN,syntax_grammar,0.6834549851969792,0.6300983518862856,0.05497656762448926,False
essays,svm,tfidf,llama,OPN,syntax_grammar,0.7245322194394693,0.6678868420292551,0.0678519212901689,False
essays,svm,openai,llama,OPN,syntax_grammar,0.6926398123660137,0.6409244722552276,0.04392495014218723,False
essays,random_forest,tfidf,llama,OPN,syntax_grammar,0.6644046476952269,0.6171389526407912,0.12493881269068112,False
essays,random_forest,openai,llama,OPN,syntax_grammar,0.6686583364656348,0.5644521083579229,0.0019198266754007081,False
essays,regression,tfidf,llama,OPN,syntax_grammar,0.59704449106714,0.5832544725080734,0.592499744957744,False
essays,regression,openai,llama,OPN,syntax_grammar,0.5997947323588498,0.574076796072406,0.19093797198810153,False
essays,longformer,longformer,llama,OPN,syntax_grammar,0.663750563247843,0.5991239599814376,0.15341345427737757,False
essays,gradient_boosting,tfidf,gpt,OPN,rephrase,0.6970201111993427,0.6055648596316041,0.0056145449684104985,False
essays,gradient_boosting,openai,gpt,OPN,rephrase,0.7021970176605027,0.6210722413432359,0.01440462529496617,False
essays,svm,tfidf,gpt,OPN,rephrase,0.6755455310683222,0.6742072139017996,0.0001190400035289237,False
essays,svm,openai,gpt,OPN,rephrase,0.665411989865812,0.6610268544911786,0.010369382783766432,False
essays,random_forest,tfidf,gpt,OPN,rephrase,0.649500306289902,0.649265350671721,0.9294706628286042,False
essays,random_forest,openai,gpt,OPN,rephrase,0.6419123352421288,0.6316584113705697,0.00045372895281613895,False
essays,regression,tfidf,gpt,OPN,rephrase,0.5850449709893825,0.5595679193206768,3.289571551240568e-07,False
essays,regression,openai,gpt,OPN,rephrase,0.581709139154915,0.5882264192327663,0.19315465933436307,True
essays,longformer,longformer,gpt,OPN,rephrase,0.6668937074246475,0.6082320706898642,0.2481340165067574,False
essays,gradient_boosting,tfidf,gpt,OPN,syntax_grammar,0.7164940807206954,0.576732551826554,0.0010246110471948022,False
essays,gradient_boosting,openai,gpt,OPN,syntax_grammar,0.6886089114130798,0.6488502371730281,0.26778032168569127,False
essays,svm,tfidf,gpt,OPN,syntax_grammar,0.6806148185293804,0.67885892292557,5.772799460281095e-06,False
essays,svm,openai,gpt,OPN,syntax_grammar,0.6649139705092368,0.6620610377763417,0.043422085172150404,False
essays,random_forest,tfidf,gpt,OPN,syntax_grammar,0.6476629419524624,0.6553177851929832,0.0033038852342156936,True
essays,random_forest,openai,gpt,OPN,syntax_grammar,0.6441966409515898,0.6314703045407725,8.46111326150071e-08,False
essays,regression,tfidf,gpt,OPN,syntax_grammar,0.5806370203484013,0.5740618796067872,0.10860348692068242,False
essays,regression,openai,gpt,OPN,syntax_grammar,0.5777871304937006,0.5702124640080999,0.09706922216695213,False
essays,longformer,longformer,gpt,OPN,syntax_grammar,0.6966997126568343,0.6713924033004715,0.2834872470681584,False
essays,gradient_boosting,tfidf,gemini,AGR,rephrase,0.7373001216161291,0.6846803306119807,0.18869267104482462,False
essays,gradient_boosting,openai,gemini,AGR,rephrase,0.7252496214559211,0.6505490881476413,0.0500767669427256,False
essays,svm,tfidf,gemini,AGR,rephrase,0.76467636521527,0.6013258523545072,0.0005841249653179301,False
essays,svm,openai,gemini,AGR,rephrase,0.7740153451277992,0.6554641053475799,0.00790934433728158,False
essays,random_forest,tfidf,gemini,AGR,rephrase,0.7392244511827678,0.6588363365462465,0.06531301552381724,False
essays,random_forest,openai,gemini,AGR,rephrase,0.6868419391826085,0.6262133492532233,0.1264120873216855,False
essays,regression,tfidf,gemini,AGR,rephrase,0.6478310254672277,0.5094980301112392,0.001629629802330568,False
essays,regression,openai,gemini,AGR,rephrase,,,,False
essays,longformer,longformer,gemini,AGR,rephrase,,,,False
essays,gradient_boosting,tfidf,gemini,AGR,syntax_grammar,0.7156519355284892,0.639676549355571,0.04945270632960516,False
essays,gradient_boosting,openai,gemini,AGR,syntax_grammar,0.7117929861953446,0.6948621980684031,0.6074292830443732,False
essays,svm,tfidf,gemini,AGR,syntax_grammar,0.6934381119678548,0.7401858167065279,0.18835322020815304,True
essays,svm,openai,gemini,AGR,syntax_grammar,0.7913068319174646,0.6766661073235564,0.01625458072787619,False
essays,random_forest,tfidf,gemini,AGR,syntax_grammar,0.7122795059937146,0.6084806091192325,0.0056562413097534315,False
essays,random_forest,openai,gemini,AGR,syntax_grammar,0.6732352648690382,0.6596256461447978,0.7633062862902722,False
essays,regression,tfidf,gemini,AGR,syntax_grammar,,,,False
essays,regression,openai,gemini,AGR,syntax_grammar,0.6002179196149202,0.51403162499696,0.07940413290678121,False
essays,longformer,longformer,gemini,AGR,syntax_grammar,,,,False
essays,gradient_boosting,tfidf,llama,AGR,rephrase,0.7189078942055999,0.6850027914551777,0.3028581108562065,False
essays,gradient_boosting,openai,llama,AGR,rephrase,0.7207238630802059,0.6666289906159785,0.09138330243461827,False
essays,svm,tfidf,llama,AGR,rephrase,0.7659696265501349,0.6333091541991825,0.0053520201743515825,False
essays,svm,openai,llama,AGR,rephrase,0.7226993603026359,0.6865530657487962,0.2676561004296718,False
essays,random_forest,tfidf,llama,AGR,rephrase,0.7071024711310054,0.624114887671021,0.006029073939913647,False
essays,random_forest,openai,llama,AGR,rephrase,0.6789950554485238,0.6059323707196309,0.027799850675489995,False
essays,regression,tfidf,llama,AGR,rephrase,,,,False
essays,regression,openai,llama,AGR,rephrase,0.6093758340514008,0.5988071353948571,0.6607187141894316,False
essays,longformer,longformer,llama,AGR,rephrase,,,,False
essays,gradient_boosting,tfidf,llama,AGR,syntax_grammar,0.7134300049292441,0.7080227674681668,0.8237609051785384,False
essays,gradient_boosting,openai,llama,AGR,syntax_grammar,0.7401622924168185,0.6278715154733091,0.012817100776727684,False
essays,svm,tfidf,llama,AGR,syntax_grammar,0.729095031849786,0.6776092118864142,0.10397798098124875,False
essays,svm,openai,llama,AGR,syntax_grammar,0.6895499555389146,0.6934912560431239,0.7974429547359181,True
essays,random_forest,tfidf,llama,AGR,syntax_grammar,0.6994747365505187,0.6249967005722856,0.005877652150523247,False
essays,random_forest,openai,llama,AGR,syntax_grammar,0.6784653248651266,0.6226053531567044,0.060549060616938835,False
essays,regression,tfidf,llama,AGR,syntax_grammar,0.6270372085964021,0.42791599807240066,0.0018671537732539414,False
essays,regression,openai,llama,AGR,syntax_grammar,0.6142876756608071,0.5877279919312136,0.5506229458515255,False
essays,longformer,longformer,llama,AGR,syntax_grammar,,,,False
essays,gradient_boosting,tfidf,gpt,AGR,rephrase,0.6975297994148024,0.6251622967470836,0.03959949310939963,False
essays,gradient_boosting,openai,gpt,AGR,rephrase,0.7108988419927761,0.6585983432748133,0.26148632369048536,False
essays,svm,tfidf,gpt,AGR,rephrase,0.6938361023773982,0.6940332859634448,0.5212799780850723,True
essays,svm,openai,gpt,AGR,rephrase,0.6909779006294292,0.69095502622986,0.9382143412280046,False
essays,random_forest,tfidf,gpt,AGR,rephrase,0.6482615775455123,0.6599731151878833,3.7730686859744496e-05,True
essays,random_forest,openai,gpt,AGR,rephrase,0.6273787253049974,0.6402173703433433,6.373091362299884e-07,True
essays,regression,tfidf,gpt,AGR,rephrase,0.5527049192852518,0.520108988954764,8.650307406442996e-05,False
essays,regression,openai,gpt,AGR,rephrase,0.5698192381203512,0.5564563188603797,0.033138277970824685,False
essays,longformer,longformer,gpt,AGR,rephrase,,,,False
essays,gradient_boosting,tfidf,gpt,AGR,syntax_grammar,0.7403568084154424,0.6671414121989145,0.052470219859622684,False
essays,gradient_boosting,openai,gpt,AGR,syntax_grammar,0.693075181963708,0.6693583849136365,0.47327587039762775,False
essays,svm,tfidf,gpt,AGR,syntax_grammar,0.6904026731172537,0.6906458321694526,0.47646492554334785,True
essays,svm,openai,gpt,AGR,syntax_grammar,0.6944803830647125,0.6942035719246348,0.3382604950714829,False
essays,random_forest,tfidf,gpt,AGR,syntax_grammar,0.6506061425568526,0.6546453119558708,0.06393996326627259,True
essays,random_forest,openai,gpt,AGR,syntax_grammar,0.6391588304209889,0.6474412597214,0.004103323646671465,True
essays,regression,tfidf,gpt,AGR,syntax_grammar,0.5498779716126472,0.5211881751087523,3.560351640857276e-06,False
essays,regression,openai,gpt,AGR,syntax_grammar,0.5632275394850479,0.5449418469505326,0.004358446218847925,False
essays,longformer,longformer,gpt,AGR,syntax_grammar,,,,False
essays,gradient_boosting,tfidf,gemini,EXT,rephrase,0.6927420826713127,0.6231837586409555,0.034784036743257606,False
essays,gradient_boosting,openai,gemini,EXT,rephrase,0.7111944940518768,0.6040244407988785,0.01164671865681306,False
essays,svm,tfidf,gemini,EXT,rephrase,0.7053460554286098,0.6862046784280499,0.5119735065726442,False
essays,svm,openai,gemini,EXT,rephrase,0.7042226266796223,0.6747365999079274,0.3811729551051577,False
essays,random_forest,tfidf,gemini,EXT,rephrase,0.687377268865092,0.5266671946056501,3.249761295770889e-05,False
essays,random_forest,openai,gemini,EXT,rephrase,0.6837691896249193,0.5823138424374062,0.01847769996780786,False
essays,regression,tfidf,gemini,EXT,rephrase,0.6311998524860744,0.4604122133285896,0.00093888083168741,False
